rank,symbol,name,exchange,price,return_1d,return_5d,return_20d,volume_ratio_20d,price_vs_sma20,sma20_vs_sma50,distance_from_20d_high,rsi_14,price_as_of,price_momentum_score,market_cap,news_signal,news_count,headlines,news_urls,latest_news_utc,news_score,combined_score,signal,research_status,scan_status,history_coverage_ratio
11,HPQ,HP Inc. Common Stock,NYSE,35.47999954223633,0.084021,0.121979,0.144562,1.691748,0.159364,0.100702,0.0,71.508569,2026-09-11,77.427717,31995543167.312855,-0.1,5,"HP Facing Margin Pressures, Management to Execute Cost Mitigation Program, RBC Says | RBC Initiates HP Inc. at Sector Perform With $33 Price Target | RBC Drops Jaw Dropping Price Target on Dell Stock",https://finance.yahoo.com/technology/articles/hp-facing-margin-pressures-management-145637304.html | https://finance.yahoo.com/markets/stocks/articles/rbc-initiates-hp-inc-sector-101709466.html | https://finance.yahoo.com/markets/stocks/articles/rbc-drops-jaw-dropping-price-201043556.html,2026-09-11T20:40:38+00:00,48.0,73.01356,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.999630450849963
12,AENT,Alliance Entertainment Holding Corporation - common stock,NASDAQ,6.420000076293945,0.165154,0.249027,0.104991,19.02649,0.178998,-0.038242,0.0,63.458961,2026-09-11,77.040366,327146319.2877388,0.0,5,Why Alliance Entertainment Stock Surged Today | Alliance Entertainment Holding Corp (AENT) (Q4 2026) Earnings Call Highlights: Revenue Climbs ... | Top Premarket Gainers,https://finance.yahoo.com/m/4d4a169e-ca7d-31e6-893f-fb6faced82b9/why-alliance-entertainment.html | https://finance.yahoo.com/markets/stocks/articles/alliance-entertainment-holding-corp-aent-050057757.html | https://finance.yahoo.com/markets/stocks/articles/top-premarket-gainers-111445898.html,2026-09-11T21:06:27+00:00,50.0,72.984311,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.999630450849963
13,ECO,Okeanis Eco Tankers Corp. Common Stock,NYSE,76.1500015258789,0.044295,0.094738,0.191333,1.312277,0.137306,0.141479,0.0,78.094287,2026-09-11,77.019245,2973250537.8274155,0.0,5,"Mexico Air Conditioning and Ventilation System Market Size, Share & Trends Analysis Report by Product, Application, Region, and Segment Forecasts, 2026-2033 | Industrial Degreaser Market Size to Surpass USD 11.18 Billion by 2035; Growing at 5.02% CAGR | SNS Insider | McClintock Distilling Co. and Savage Soaps Join Forces to Make Eco-Friendly Soap",https://finance.yahoo.com/energy/articles/mexico-air-conditioning-ventilation-system-080700077.html | https://finance.yahoo.com/markets/commodities/articles/industrial-degreaser-market-size-surpass-203000509.html | https://finance.yahoo.com/small-business/articles/mcclintock-distilling-co-savage-soaps-120000654.html,2026-09-11T20:30:00+00:00,50.0,72.966358,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.999630450849963
14,ATEC,"Alphatec Holdings, Inc. - Common Stock",NASDAQ,10.579999923706055,0.196833,0.133976,0.085128,3.436226,0.122904,0.013816,0.0,65.449446,2026-09-11,76.532242,1627090835.1668072,0.1,5,"Alphatec Holdings Shares Rise After CEO Buys $1.01 Million in Stock | Alphatec Holdings Insider Bought Shares Worth $1,013,150, According to a Recent SEC Filing | The foreign suppliers propping up a ‘Made in Britain’ defence boom",https://finance.yahoo.com/markets/stocks/articles/alphatec-holdings-shares-rise-ceo-184051957.html | https://finance.yahoo.com/markets/stocks/articles/alphatec-holdings-insider-bought-shares-072952172.html | https://finance.yahoo.com/m/144e3bbd-743b-30e1-aac1-a552109399a8/the-foreign-suppliers.html,2026-09-11T18:40:51+00:00,52.0,72.852406,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.999630450849963
15,KPLT,"Katapult Holdings, Inc. - Common Stock",NASDAQ,9.430000305175781,0.028914,0.386765,0.306094,1.658517,0.396261,-0.020798,-0.004224,85.727959,2026-09-11,76.431449,800017377.4203415,0.0,5,"Katapult, The Aaron’s Company, and CCF Holdings Complete Business Combination to Create a Scaled Financial Solutions Platform for Nonprime Consumers | Katapult Completes Aaron’s and CCFI Business Combination, Creating $4 Billion Nonprime Financial Platform | Katapult Reports Second Quarter Results",https://finance.yahoo.com/small-business/articles/katapult-aaron-company-ccf-holdings-125100657.html | https://finance.yahoo.com/m/388c96b4-7aa0-3eda-8859-eb74a58362d8/katapult-completes-aaron%E2%80%99s.html | https://finance.yahoo.com/markets/stocks/articles/katapult-reports-second-quarter-results-100000590.html,2026-08-11T15:08:43+00:00,50.0,72.466732,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.999630450849963
16,OBIO,"Orchestra BioMed Holdings, Inc. - Ordinary Shares",NASDAQ,6.119999885559082,0.053356,0.291139,0.375281,1.178322,0.165659,0.170807,0.0,65.767634,2026-09-11,76.071405,367842893.001523,0.1,5,"Orchestra BioMed Shares Rise After BTIG Upgrade | These Two Healthcare Stocks Hit Key Milestones Today – Why Is Wall Street Bullish On Them? | BTIG Upgrades Orchestra BioMed to Buy From Neutral, Price Target is $10",https://finance.yahoo.com/markets/stocks/articles/orchestra-biomed-shares-rise-btig-191154679.html | https://finance.yahoo.com/m/1c74db2d-9269-3791-8332-30f711d14780/these-two-healthcare.html | https://finance.yahoo.com/markets/stocks/articles/btig-upgrades-orchestra-biomed-buy-105926963.html,2026-09-10T19:49:34+00:00,52.0,72.460695,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.999630450849963
17,CLSK,"CleanSpark, Inc. - Common Stock",NASDAQ,13.670000076293945,0.067969,0.086645,0.186632,1.175593,0.109353,-0.046718,0.0,60.470888,2026-09-11,75.892856,3510689407.5035877,0.1,5,"Cleanspark, Inc. (CLSK) Is a Trending Stock: Facts to Know Before Betting on It | 2 ‘Strong Buy’ Stocks Where the Bears Could Get Burned | CleanSpark received conditional approval for these sites in ERCOT’s Batch Zero",https://finance.yahoo.com/markets/stocks/articles/cleanspark-inc-clsk-trending-stock-130003878.html | https://finance.yahoo.com/markets/stocks/articles/2-strong-buy-stocks-where-180733292.html | https://finance.yahoo.com/m/dcf8d220-a07c-3a1a-a824-d6a8b49cca72/cleanspark-received.html,2026-09-10T23:00:49+00:00,52.0,72.308928,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.999630450849963
18,WBTN,WEBTOON Entertainment Inc. - Common stock,NASDAQ,10.779999732971191,0.044574,0.079079,0.266745,1.249935,0.118112,-0.019481,0.0,71.06383,2026-09-11,76.186673,1462965298.3612347,0.0,5,Q2 Earnings Highlights: WEBTOON (NASDAQ:WBTN) Vs The Rest Of The Digital Media & Content Platforms Stocks | 1 Stock Under $50 to Keep an Eye On and 2 We Find Risky | Digital Media & Content Platforms Q2 Earnings: Ziff Davis (NASDAQ:ZD) is the Best in the Biz,https://finance.yahoo.com/media-advertising/articles/q2-earnings-highlights-webtoon-nasdaq-223304162.html | https://finance.yahoo.com/markets/stocks/articles/1-stock-under-50-keep-222023997.html | https://finance.yahoo.com/media-advertising/articles/digital-media-content-platforms-q2-143824294.html,2026-09-10T22:33:04+00:00,50.0,72.258672,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.999630450849963
19,NAT,Nordic American Tankers Limited Common Stock,NYSE,7.460000038146973,0.034674,0.091231,0.172124,1.406231,0.105274,0.068124,0.0,69.863255,2026-09-11,75.8145,1579659954.0576468,0.1,5,Nat-Gas Prices Recover as European Nat-Gas Surges | FDA approves Pharming’s Joenja® as first treatment for children with APDS in the U.S. | BC-Most Active Stocks,https://finance.yahoo.com/m/65008c47-bf0d-32c5-b13d-590d480e09ba/nat-gas-prices-recover-as.html | https://finance.yahoo.com/healthcare/articles/fda-approves-pharming-joenja-first-180000437.html | https://finance.yahoo.com/markets/stocks/articles/bc-most-active-stocks-143017005.html,2026-09-11T18:00:00+00:00,52.0,72.242325,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.999630450849963
20,HUT,Hut 8 Corp. - Common Stock,NASDAQ,98.5999984741211,0.0883,0.11931,0.188668,1.164359,0.142788,-0.08453,-0.008946,65.230081,2026-09-11,75.996191,12153383356.720978,0.0,5,"Mexican Food is Popular in the UAE, But Taco Bell May Face Challenges With Its Re-Entry | Jersey Mike's Looks to $2M AUVs as Same-Stores Sales Increase 2.3% | How Billionaire VC Bill Tai Thinks AI Will Reshape the Global Economy",https://finance.yahoo.com/m/2728112e-0cdc-302f-a7dd-02d65a8713bb/mexican-food-is-popular-in.html | https://finance.yahoo.com/m/25d1223f-5370-3f15-bf40-97abc1d7126f/jersey-mike%27s-looks-to-%242m.html | https://finance.yahoo.com/m/69bf6c07-fc4c-3458-8a97-972f6c2f2e90/how-billionaire-vc-bill-tai.html,2026-09-11T20:45:00+00:00,50.0,72.096762,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.999630450849963
