rank,symbol,name,exchange,price,return_1d,return_5d,return_20d,volume_ratio_20d,price_vs_sma20,sma20_vs_sma50,distance_from_20d_high,rsi_14,price_as_of,price_momentum_score,market_cap,news_signal,news_count,headlines,news_urls,latest_news_utc,news_score,combined_score,signal,research_status,scan_status,history_coverage_ratio
11,EBS,Emergent BioSolutions Inc. Common Stock,NYSE,6.75,0.061321,0.18838,0.448498,1.310102,0.144844,-0.077424,0.0,65.600001,2026-09-16,75.806867,346095018.0,0.1,5,"Media Advisory: Emergent to Host Ribbon Cutting Ceremony at Canton Manufacturing Facility | Vaccines Global Market Intelligence Report 2026-2035 Featuring Bio Farma, Emergent BioSolutions, GC Pharma, GlaxoSmithKline, Janssen, Merck, Novavax, Moderna, Pfizer, Sanofi Pasteur, and Valneva | Emergent BioSolutions Repurchases $75 Million of Senior Unsecured Notes Due 2028",https://finance.yahoo.com/healthcare/articles/media-advisory-emergent-host-ribbon-114500552.html | https://finance.yahoo.com/healthcare/articles/vaccines-global-market-intelligence-report-110200087.html | https://finance.yahoo.com/healthcare/articles/emergent-biosolutions-repurchases-75-million-122330632.html,2026-09-15T11:45:00+00:00,52.0,72.235837,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998155321896329
12,DHT,"DHT Holdings, Inc.",NYSE,23.040000915527344,0.04065,0.086792,0.193164,1.414191,0.126568,0.10429,0.0,97.58063,2026-09-16,75.990221,3714867749.535576,0.0,5,"The Zacks Analyst Blog Highlights BWET, Frontline, International Seaways, DHT, BWET, BOAT, BDRY and SEA | DHT Secures Time Charter for DHT Panther | DHT Holdings, Inc. secures three-year time charter for DHT Panther",https://finance.yahoo.com/markets/stocks/articles/zacks-analyst-blog-highlights-bwet-145100293.html | https://finance.yahoo.com/energy/articles/dht-secures-time-charter-dht-203229864.html | https://finance.yahoo.com/energy/articles/dht-holdings-inc-secures-three-201500730.html,2026-09-15T14:51:00+00:00,50.0,72.091688,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998155321896329
13,PNTG,"The Pennant Group, Inc. - Common Stock",NASDAQ,42.47999954223633,0.062797,0.072727,0.078173,3.961532,0.094549,-0.018966,0.0,72.340435,2026-09-16,75.126264,1483787047.5307388,0.2,5,"Pennant Group Buy Mainplace Senior Living Real Estate in California | Pennant Acquires Real Estate of Mainplace Senior Living in Orange, California | All You Need to Know About The Pennant Group (PNTG) Rating Upgrade to Buy",https://finance.yahoo.com/real-estate/articles/pennant-group-buy-mainplace-senior-211131263.html | https://finance.yahoo.com/real-estate/articles/pennant-acquires-real-estate-mainplace-203000449.html | https://finance.yahoo.com/markets/stocks/articles/know-pennant-group-pntg-rating-160004295.html,2026-09-16T21:11:31+00:00,54.0,71.957324,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998155321896329
14,EMAT,Evolution Metals & Technologies Corp. - Common Stock,NASDAQ,3.799999952316284,0.148036,0.1875,0.217949,1.185548,0.114369,-0.111794,-0.097387,57.885306,2026-09-16,75.126065,2362842425.1502347,0.1,5,"Evolution Metals & Technologies Initiates 2026, 2027 Revenue Guidance | Evolution Metals & Technologies Provides Initial Revenue Guidance of $400-460mm for Fiscal Year 2027 | Evolution Metals Plans 750-MW Power Expansion in South Korea; Gets Conditional Approval for $20.7 Million Grant",https://finance.yahoo.com/markets/stocks/articles/evolution-metals-technologies-initiates-2026-122623503.html | https://finance.yahoo.com/markets/stocks/articles/evolution-metals-technologies-provides-initial-120000119.html | https://finance.yahoo.com/energy/articles/evolution-metals-plans-750-mw-131812964.html,2026-09-10T12:26:23+00:00,52.0,71.657155,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998155321896329
15,ECO,Okeanis Eco Tankers Corp. Common Stock,NYSE,84.73999786376953,0.024296,0.182364,0.366113,1.831314,0.209448,0.154942,0.0,93.764593,2026-09-16,75.317115,3308643981.2916183,0.0,5,"Any new investment model must strengthen our national aviation eco-system | Generational Group Advises Eco Water Restoration in its Sale to an Individual Investor | Eco Wave Power CEO Inna Braverman to Participate in Two Climate Week NYC Panels on Ocean Innovation, AI and Sustainability",https://finance.yahoo.com/economy/policy/articles/investment-model-must-strengthen-national-184400737.html | https://finance.yahoo.com/small-business/articles/generational-group-advises-eco-water-153900044.html | https://finance.yahoo.com/energy/articles/eco-wave-power-ceo-inna-123000042.html,2026-09-15T18:44:00+00:00,50.0,71.519548,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998155321896329
16,BALY,Bally's Corporation Common Stock,NYSE,10.550000190734863,0.093264,0.189403,0.184063,1.016063,0.118059,-0.20261,0.0,63.224635,2026-09-16,74.679734,532453466.7262974,0.1,5,"Bally's (BALY) Shares Skyrocket, What You Need To Know | Bally's Secures $560 Million in Financing for Bronx Casino, Other Purposes | Bally’s Corporation Secures New Financing to Support the Development of the Bally’s Bronx Project",https://finance.yahoo.com/markets/stocks/articles/ballys-baly-shares-skyrocket-know-030730150.html | https://finance.yahoo.com/real-estate/articles/bally-apos-secures-560-million-112837318.html | https://finance.yahoo.com/real-estate/articles/bally-corporation-secures-financing-support-110000228.html,2026-09-15T03:07:30+00:00,52.0,71.277774,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998155321896329
17,TEN,Tsakos Energy Navigation Ltd Common Shares,NYSE,52.310001373291016,0.023479,0.18028,0.244587,1.690138,0.18032,0.075844,0.0,97.331239,2026-09-16,74.678999,1575974954.3039665,0.1,5,"Ten Authorizes $2 Million Share Repurchase Program; Announces Technology Relationship With GLSoft | TEN Holdings Announces $2 Million Share Repurchase Program and Strategic Technology Relationship with GLSoft Corp. | Hang Ten Systems Raises Additional $53 Million Led by Xora, a Temasek-Backed Fund, Bringing Total Funding to $85 Million",https://finance.yahoo.com/markets/stocks/articles/ten-authorizes-2-million-share-185412093.html | https://finance.yahoo.com/markets/stocks/articles/ten-holdings-announces-2-million-180000864.html | https://finance.yahoo.com/technology/ai/articles/hang-ten-systems-raises-additional-130000042.html,2026-09-16T18:54:12+00:00,52.0,71.277149,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998155321896329
18,BUUU,BUUU Group Limited - Class A Ordinary Share,NASDAQ,46.0099983215332,0.055275,0.201619,0.588743,0.537649,0.360458,0.225228,0.0,82.806763,2026-09-16,73.556576,768136921.9779968,0.375,4,"BUUU to Buy 60% of Brightray Science, Lines Up $60 Million in Private Placements | BUUU Group Limited Signs Definitive Agreement to Acquire Majority Stake in Brightray Science Inc. and Over US$60 Million of Private Placements, Making Industrialized AI Data Center Delivery Its Core Growth Business | BUUU Group Limited Signs Definitive Agreement to Acquire Majority Stake in Brightray Science Inc. and Over US$60 Million of Private Placements, Making Industrialized AI Data Center Delivery Its Core Growth Business",https://finance.yahoo.com/markets/stocks/articles/buuu-buy-60-brightray-science-142520085.html | https://finance.yahoo.com/technology/ai/articles/buuu-group-limited-signs-definitive-131900246.html | https://finance.yahoo.com/technology/ai/articles/buuu-group-limited-signs-definitive-131900665.html,2026-09-03T14:25:20+00:00,57.5,71.14809,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998155321896329
19,PGEN,"Precigen, Inc. - Common Stock",NASDAQ,7.434999942779541,0.062143,0.093382,0.101481,1.976242,0.05211,0.106756,-0.000672,50.36496,2026-09-16,74.436012,2661992040.958059,0.1,5,"SION to Cut Workforce by Nearly Half After CF Study Failure, Stock Down | Gilead Expands Lenacapavir Access With New PAHO Deal in Latin America | GSK Inks $750M Deal to Add Experimental Blood Cancer Therapy",https://finance.yahoo.com/healthcare/articles/sion-cut-workforce-nearly-half-152600291.html | https://finance.yahoo.com/healthcare/articles/gilead-expands-lenacapavir-access-paho-142600311.html | https://finance.yahoo.com/healthcare/articles/gsk-inks-750m-deal-add-152200665.html,2026-09-16T15:26:00+00:00,52.0,71.07061,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998155321896329
20,FPS,"Forgent Power Solutions, Inc. Class A Common Stock",NYSE,34.84000015258789,0.110969,0.124234,-0.037037,2.65017,0.10612,-0.118359,0.0,56.153488,2026-09-16,72.883601,9564523996.84951,0.4,5,"Forgent Power Offers Growth Blueprint, Oppenheimer Says | Most Active Options Report: FPS, TEVA, AFL | FPS Stock’s Recent Correction Is ‘Overdone,’ JPMorgan Says — FY27 Outlook Implies 80%-Plus Organic Growth",https://finance.yahoo.com/markets/stocks/articles/forgent-power-offers-growth-blueprint-155441261.html | https://finance.yahoo.com/markets/options/articles/most-active-options-report-fps-155350934.html | https://finance.yahoo.com/markets/stocks/articles/fps-stock-recent-correction-overdone-154541236.html,2026-09-16T15:54:41+00:00,58.0,70.651061,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998155321896329
