rank,symbol,name,exchange,price,return_1d,return_5d,return_20d,volume_ratio_20d,price_vs_sma20,sma20_vs_sma50,distance_from_20d_high,rsi_14,price_as_of,price_momentum_score,market_cap,news_signal,news_count,headlines,news_urls,latest_news_utc,news_score,combined_score,signal,research_status,scan_status,history_coverage_ratio
11,AGRO,Adecoagro S.A. Common Shares,NYSE,12.020000457763672,0.056239,0.067496,0.267933,1.427882,0.185872,0.010125,0.0,76.90721,2026-09-01,75.518043,1734581817.3789444,0.2,5,Adecoagro Completes Acquisition of Caarapó Mill and Integrates It Into Its Cluster in Mato Grosso do Sul | Here's Why the Calavo Integration Matters for Mission Produce's Growth | Tether CEO Posts “Stable Cow” GIF — And Confirms a 70% Stake in a Farming Giant,https://finance.yahoo.com/markets/commodities/articles/adecoagro-completes-acquisition-caarap-mill-224300600.html | https://finance.yahoo.com/markets/stocks/articles/heres-why-calavo-integration-matters-151600788.html | https://finance.yahoo.com/m/b6a8c29d-6d01-32d9-b939-2f51d4405b4a/tether-ceo-posts-%E2%80%9Cstable-cow%E2%80%9D.html,2026-09-01T22:43:00+00:00,54.0,72.290337,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9992611747321758
12,IPI,"Intrepid Potash, Inc Common Stock",NYSE,40.70000076293945,0.052496,0.074162,0.222589,1.698237,0.102175,0.044032,0.0,70.670999,2026-09-01,75.610218,547686642.0666275,0.1,5,"HCWC Announces Host Digital Secures $1.25 Billion, 15-Year AI Data Center Lease | Eylsia Nicolas Releases Hold on Another Day: A Global Biography of Resilience, Reinvention, and Breakthrough Innovation | What Makes Intrepid Potash (IPI) a Strong Momentum Stock: Buy Now?",https://finance.yahoo.com/technology/ai/articles/hcwc-announces-host-digital-secures-100000946.html | https://finance.yahoo.com/technology/articles/eylsia-nicolas-releases-hold-another-133000689.html | https://finance.yahoo.com/markets/stocks/articles/makes-intrepid-potash-ipi-strong-160003109.html,2026-08-31T10:00:00+00:00,52.0,72.068685,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9992611747321758
13,PLSE,"Pulse Biosciences, Inc - Common Stock",NASDAQ,52.09000015258789,0.034969,0.063061,0.364684,2.458035,0.132268,0.266372,0.0,74.732094,2026-09-01,76.292088,3715194609.512966,-0.1,5,"Join Hawkeye Digital's Live Investor Webinar: Building a Merchant Banking and Private Equity Platform for the Digital Asset Economy | Pulse Biosciences Announces Inducement Grants Under Nasdaq Listing Rule 5635(c)(4) | Pulse Biosciences (PLSE) Prices A $75 Million Offering, Is The Stock Fully Valued?",https://finance.yahoo.com/markets/crypto/articles/join-hawkeye-digitals-live-investor-153000371.html | https://finance.yahoo.com/healthcare/articles/pulse-biosciences-announces-inducement-grants-110000602.html | https://finance.yahoo.com/markets/stocks/articles/pulse-biosciences-plse-prices-75-061000571.html,2026-08-27T15:30:00+00:00,48.0,72.048275,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9992611747321758
14,SDGR,"Schrodinger, Inc. - Common Stock",NASDAQ,20.84000015258789,0.068718,0.110282,0.363874,1.260413,0.116498,0.10043,0.0,60.982952,2026-09-01,75.898503,1558949298.934433,0.0,5,"Schrödinger to Present at Morgan Stanley Global Healthcare Conference | The Zacks Analyst Blog Highlights Recursion Pharmaceuticals, Schrodinger, Relay Therapeutics and Absci | 4 AI-Powered Drug Discovery Stocks to Watch as AI Reshapes Pharma",https://finance.yahoo.com/healthcare/articles/schr-dinger-present-morgan-stanley-123000254.html | https://finance.yahoo.com/healthcare/articles/zacks-analyst-blog-highlights-recursion-074300158.html | https://finance.yahoo.com/healthcare/articles/4-ai-powered-drug-discovery-135600557.html,2026-09-01T12:30:00+00:00,50.0,72.013728,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9992611747321758
15,GALT,Galectin Therapeutics Inc. - Common Stock,NASDAQ,4.170000076293945,0.055696,0.074742,0.376238,1.341367,0.16905,-0.07061,0.0,78.571425,2026-09-01,75.713271,420543023.1742172,0.0,5,"Transferra Backs John Galt Forum, with COO Alexey Reshko Joining the Panel Discussion | 20 stocks likely to lose money even if the bull market continues | Liver Cirrhosis Market to Expand Significantly Through 2036, Driven by Emerging Therapies and Increasing Disease Burden | DelveInsight",https://finance.yahoo.com/small-business/articles/transferra-backs-john-galt-forum-083600001.html | https://finance.yahoo.com/m/fa860340-82f1-3158-8ab8-46c9c1faf1da/20-stocks-likely-to-lose.html | https://finance.yahoo.com/healthcare/articles/liver-cirrhosis-market-expand-significantly-143100334.html,2026-08-27T20:48:00+00:00,50.0,71.85628,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9992611747321758
16,VSTM,"Verastem, Inc. - Common Stock",NASDAQ,7.610000133514404,0.054017,0.109329,0.337434,1.086393,0.106668,0.173945,0.0,58.97436,2026-09-01,74.902245,689187798.1015239,0.2,5,"Verastem (VSTM) Stock Sees Fair Value Moves Lower As Analysts Cut Revenue Views | Verastem (VSTM) Q2 2026 Earnings Call Transcript | Mizuho Adjusts Price Target on Verastem to $13 From $14, Keeps Outperform Rating",https://finance.yahoo.com/markets/stocks/articles/verastem-vstm-stock-sees-fair-181734822.html | https://finance.yahoo.com/m/5546da6a-3810-36ff-a1e0-56cb3524e6c7/verastem-%28vstm%29-q2-2026.html | https://finance.yahoo.com/markets/stocks/articles/mizuho-adjusts-price-target-verastem-094550784.html,2026-08-25T18:17:34+00:00,54.0,71.766908,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9992611747321758
17,LAND,Gladstone Land Corporation - Common Stock,NASDAQ,9.5600004196167,0.041394,0.082673,0.192908,1.486361,0.123319,0.002167,0.0,89.777442,2026-09-01,75.487553,412385655.9808264,0.0,5,Hatchet Lake Denesuline First Nation reaches settlement agreement on Treaty Land Entitlement specific claim | International Land Alliance Retains LCG and Seasoned Public Markets Executive Vanessa Luna to Lead Corporate Development Initiatives in Pursuit of Nasdaq Uplisting | Billionaire SpaceX investor is selling his private island for $7.9M or best offer — but Tanzania says the land isn't his,https://finance.yahoo.com/economy/policy/articles/hatchet-lake-denesuline-first-nation-215100168.html | https://finance.yahoo.com/markets/stocks/articles/international-land-alliance-retains-lcg-130000734.html | https://finance.yahoo.com/real-estate/articles/billionaire-spacex-investor-selling-private-120000405.html,2026-09-01T21:51:00+00:00,50.0,71.66442,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9992611747321758
18,ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,NASDAQ,16.225000381469727,0.099255,0.131451,1.704167,0.953607,0.559609,0.290518,0.0,87.18497,2026-09-01,75.479767,461164305.36754036,0.0,5,"Arcturus Therapeutics to Participate in Upcoming Investor Conferences | Arcturus Therapeutics (ARCT) Just Flashed Golden Cross Signal: Do You Buy? | SLS, IBRX Eye Fresh Oncology Tailwind As Cathie Wood’s ARK Backs Personalized Cancer-Vaccine Future",https://finance.yahoo.com/healthcare/articles/arcturus-therapeutics-participate-upcoming-investor-200100593.html | https://finance.yahoo.com/markets/stocks/articles/arcturus-therapeutics-arct-just-flashed-135501775.html | https://finance.yahoo.com/m/93f4f07c-206d-3f19-bf5e-d3c8c6ea07e3/sls%2C-ibrx-eye-fresh-oncology.html,2026-08-31T20:01:00+00:00,50.0,71.657802,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9992611747321758
19,MGRT,Mega Fortune Company Limited - Ordinary Shares,NASDAQ,107.98999786376953,0.101152,0.144325,0.168723,1.668781,0.109513,0.089347,0.0,65.758534,2026-09-01,75.46905,1484862470.626831,0.0,0,,,,50.0,71.648693,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9992611747321758
20,TBN,Tamboran Resources Corporation Common stock,NYSE,39.83000183105469,0.051478,0.053147,0.228184,2.917048,0.092655,0.06981,0.0,76.121582,2026-09-01,75.327435,1388330953.7839966,0.0,5,"Tamboran Resources Begins Gas Commissioning at Sturt Plateau Compression Facility | Tamboran Resources Corporation Announces Commencement of SPCF Commissioning Activities | Tamboran Resources, Daly Waters JV-Owned Australia Facility Starts Natural Gas Commissioning",https://finance.yahoo.com/energy/articles/tamboran-resources-begins-gas-commissioning-123156581.html | https://finance.yahoo.com/energy/articles/tamboran-resources-corporation-announces-commencement-120000535.html | https://finance.yahoo.com/energy/articles/tamboran-resources-daly-waters-jv-094709812.html,2026-09-01T12:31:56+00:00,50.0,71.52832,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9992611747321758
