rank,symbol,name,exchange,price,return_1d,return_5d,return_20d,volume_ratio_20d,price_vs_sma20,sma20_vs_sma50,distance_from_20d_high,rsi_14,price_as_of,price_momentum_score,market_cap,news_signal,news_count,headlines,news_urls,latest_news_utc,news_score,combined_score,signal,research_status,scan_status,history_coverage_ratio
11,BUUU,BUUU Group Limited - Class A Ordinary Share,NASDAQ,34.599998474121094,0.092517,0.205575,0.306153,1.283713,0.164954,0.190868,0.0,64.879695,2026-09-04,76.943502,576954974.5559692,0.25,2,"BUUU to Buy 60% of Brightray Science, Lines Up $60 Million in Private Placements | BUUU Group Limited Signs Definitive Agreement to Acquire Majority Stake in Brightray Science Inc. and Over US$60 Million of Private Placements, Making Industrialized AI Data Center Delivery Its Core Growth Business",https://finance.yahoo.com/markets/stocks/articles/buuu-buy-60-brightray-science-142520085.html | https://finance.yahoo.com/technology/ai/articles/buuu-group-limited-signs-definitive-131900541.html,2026-09-03T14:25:20+00:00,55.0,73.651977,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996301775147929
12,VBNK,VersaBank - Common Shares,NASDAQ,22.40999984741211,0.088392,0.129536,0.173913,2.72052,0.130248,-0.025359,0.0,66.241622,2026-09-04,77.977326,726511555.4432411,-0.1,5,"VersaBank to Participate in the Raymond James US Bank and Banking on Tech Conference in Chicago on September 8-10, 2026 | VersaBank (VBNK) Misses Q3 Earnings and Revenue Estimates | VersaBank Reports Higher Fiscal Q3 Adjusted (Core) Income Per Common Share, Total Revenue Rises; Declares Dividends",https://finance.yahoo.com/technology/articles/versabank-participate-raymond-james-us-110000959.html | https://finance.yahoo.com/markets/stocks/articles/versabank-vbnk-misses-q3-earnings-121502198.html | https://finance.yahoo.com/markets/stocks/articles/versabank-reports-higher-fiscal-q3-164342546.html,2026-09-04T11:00:00+00:00,48.0,73.480727,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996301775147929
13,HAFN,Hafnia Limited Common Shares,NYSE,9.220000267028809,0.032475,0.088548,0.227696,1.900194,0.137149,0.061062,0.0,76.98413,2026-09-04,77.159984,4607983765.556006,0.1,5,"Hafnia (HAFN) Q2 2026 Earnings Call Transcript | Hafnia (OB:HAFNI) Declares Q2 Dividend And Earnings, Is The Stock Above Fair Value? | HAFNIA LIMITED: Accelerated Vesting under Long-term Incentive Plan",https://finance.yahoo.com/m/ee16015f-3ee6-3d90-9c1c-38a4e2cb643b/hafnia-%28hafn%29-q2-2026.html | https://finance.yahoo.com/markets/stocks/articles/hafnia-ob-hafni-declares-q2-151151850.html | https://finance.yahoo.com/markets/stocks/articles/hafnia-limited-accelerated-vesting-under-060300720.html,2026-09-04T15:11:51+00:00,52.0,73.385986,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996301775147929
14,GPI,"Group 1 Automotive, Inc. Common Stock",NYSE,300.760009765625,0.057785,0.141788,0.13099,2.410836,0.128884,-0.078996,0.0,77.59248,2026-09-04,77.130196,3585728507.4279785,0.1,5,Good Purpose Investments Reports Strong Second Quarter and First Half 2026 Results | Good Purpose Investments Engages Atrium Research Corporation for Equity Research Coverage | The Half Of Phinia's Outlook That Actually Buys Back Stock,https://finance.yahoo.com/markets/stocks/articles/good-purpose-investments-reports-strong-120000726.html | https://finance.yahoo.com/markets/stocks/articles/good-purpose-investments-engages-atrium-051500606.html | https://finance.yahoo.com/m/6b34e6c7-7056-397a-bf8c-c3822fcaf026/the-half-of-phinia%27s-outlook.html,2026-09-01T12:00:00+00:00,52.0,73.360667,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996301775147929
15,BBCP,"Concrete Pumping Holdings, Inc.  - Common Stock",NASDAQ,10.5,0.160221,0.140065,0.076923,4.458474,0.122995,-0.074935,0.0,62.784084,2026-09-04,75.186431,529130910.0,0.5,5,"Concrete Pumping Holdings Inc (BBCP) (Q3 2026) Earnings Call Highlights: Revenue Surges 13% and ... | Concrete Pumping (NASDAQ:BBCP) Beats Expectations in Strong Q2 CY2026, Stock Jumps 17.5% | Concrete Pumping Shares Jump 17.4% After Q3 Results Beat Expectations and Guidance Raised",https://finance.yahoo.com/markets/stocks/articles/concrete-pumping-holdings-inc-bbcp-050104957.html | https://finance.yahoo.com/markets/stocks/articles/concrete-pumping-nasdaq-bbcp-beats-201926463.html | https://finance.yahoo.com/m/3289152a-23ca-3458-b489-00b486720ee1/concrete-pumping-shares-jump.html,2026-09-04T15:16:36+00:00,60.0,72.908467,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996301775147929
16,ATTO,"Attovia Therapeutics, Inc. - Common Stock",NASDAQ,25.549999237060547,0.055785,0.234299,0.266733,1.218897,0.208524,,0.0,60.597017,2026-09-04,76.516762,1166389709.2708511,0.1,5,Attovia Therapeutics to Participate in Upcoming Investor Conferences | Attovia Therapeutics Reports Second Quarter 2026 Financial Results and Provides a Corporate Update | Attovia Therapeutics Q2 Net Loss Widens,https://finance.yahoo.com/healthcare/articles/attovia-therapeutics-participate-upcoming-investor-200500119.html | https://finance.yahoo.com/healthcare/articles/attovia-therapeutics-reports-second-quarter-200500041.html | https://finance.yahoo.com/healthcare/articles/attovia-therapeutics-q2-net-loss-204809801.html,2026-09-03T20:05:00+00:00,52.0,72.839248,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996301775147929
17,SKHY,SK hynix Inc. - American Depositary Shares,NASDAQ,177.0,0.081378,0.099106,0.283446,1.124632,0.106392,,0.0,54.158028,2026-09-04,75.889799,1256443157070.0,0.1,5,SK Hynix Surges 7% as Memory Bid Widens Beyond NAND; Seagate Rallies 5% | SK Hynix Responds to US Subsidiary IPO Reports | SK Hynix Jumps Over 3% as Tariff Talks Reach AI Memory,https://finance.yahoo.com/m/8fa3af81-3c8a-35e5-af9b-660ec44dd878/sk-hynix-surges-7%25-as-memory.html | https://finance.yahoo.com/technology/articles/sk-hynix-responds-us-subsidiary-121451461.html | https://finance.yahoo.com/technology/ai/articles/sk-hynix-jumps-over-3-182506926.html,2026-09-04T19:07:25+00:00,52.0,72.306329,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996301775147929
18,PROK,ProKidney Corp. - Class A Ordinary Shares,NASDAQ,2.009999990463257,0.046875,0.098361,0.22561,0.986014,0.213951,-0.01102,0.0,85.882353,2026-09-04,76.208581,412451421.17306304,0.0,5,"20 stocks likely to lose money even if the bull market continues | Prokidney Insider Sold Shares Worth $1,067,773, According to a Recent SEC Filing | ProKidney Corp. (PROK) Reports Q2 Loss, Misses Revenue Estimates",https://finance.yahoo.com/m/fa860340-82f1-3158-8ab8-46c9c1faf1da/20-stocks-likely-to-lose.html | https://finance.yahoo.com/markets/stocks/articles/prokidney-insider-sold-shares-worth-210932523.html | https://finance.yahoo.com/markets/stocks/articles/prokidney-corp-prok-reports-q2-215507627.html,2026-08-27T20:48:00+00:00,50.0,72.277294,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996301775147929
19,SNDK,Sandisk Corporation - Common Stock When-Issued,NASDAQ,1740.0,0.118978,0.171733,0.435395,1.221999,0.13741,-0.013197,-0.026219,46.734328,2026-09-04,76.113466,254769061740.0,0.0,5,Sandisk Corporation (SNDK) Up 23.6% Since Last Earnings Report: Can It Continue? | What Does Sandisk (SNDK) Losing NAND Share To China Mean Now? | Micron vs. Sandisk: Which AI Memory Stock Is the Better Buy?,https://finance.yahoo.com/markets/stocks/articles/sandisk-corporation-sndk-23-6-153019811.html | https://finance.yahoo.com/markets/stocks/articles/does-sandisk-sndk-losing-nand-230917506.html | https://finance.yahoo.com/m/b009f9ca-1fbc-3a52-ae38-c3178521ff1c/micron-vs.-sandisk%3A-which-ai.html,2026-09-04T17:20:00+00:00,50.0,72.196446,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996301775147929
20,MRX,Marex Group Limited - Ordinary Shares,NASDAQ,78.2699966430664,0.034633,0.074547,0.289951,1.657834,0.103922,0.060463,0.0,67.246179,2026-09-04,75.736809,5630028953.432846,0.1,5,"IPO Stock Of The Week: Marex Breaks Out Past Rare Buy Point As RS Line Triggers Bullish Signal | Wall Street giants are making their biggest XRP ETF bets yet | Nontuberculous Mycobacterial Infections Market to Showcase Growth at a CAGR of 12.6% During the Forecast Period (2026–2036), Driven by Rising Disease Burden and Emerging Therapies | DelveInsight",https://finance.yahoo.com/m/2d34490e-6f1a-39a5-98ef-33b3a32206d8/ipo-stock-of-the-week%3A-marex.html | https://finance.yahoo.com/m/51228954-9528-3229-998f-018ddcd4c4b7/wall-street-giants-are-making.html | https://finance.yahoo.com/healthcare/articles/nontuberculous-mycobacterial-infections-market-showcase-170000939.html,2026-09-04T18:16:06+00:00,52.0,72.176288,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996301775147929
