rank,symbol,name,exchange,price,return_1d,return_5d,return_20d,volume_ratio_20d,price_vs_sma20,sma20_vs_sma50,distance_from_20d_high,rsi_14,price_as_of,price_momentum_score,market_cap,news_signal,news_count,headlines,news_urls,latest_news_utc,news_score,combined_score,signal,research_status,scan_status,history_coverage_ratio
11,TKNO,"Alpha Teknova, Inc. - Common Stock",NASDAQ,9.289999961853027,0.040314,0.24698,0.286704,1.571551,0.245851,0.117166,0.0,81.441728,2026-09-24,77.197567,500911335.18,0.3,5,"Alpha Teknova (TKNO) Moves 7.1% Higher: Will This Strength Last? | Jefferies & Co. Initiates Alpha Teknova With Buy Rating, $9 Price Target | Teknova Expands Custom Manufacturing with Fill-Tek™ Dispensing System for Flexible Single-Use Bag Filling",https://finance.yahoo.com/markets/stocks/articles/alpha-teknova-tkno-moves-7-125300864.html | https://finance.yahoo.com/markets/stocks/articles/jefferies-co-initiates-alpha-teknova-114018331.html | https://finance.yahoo.com/healthcare/articles/teknova-expands-custom-manufacturing-fill-213000901.html,2026-09-22T12:53:00+00:00,56.0,74.017932,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
12,NTRA,"Natera, Inc. - Common Stock",NASDAQ,408.7900085449219,0.046061,0.115967,0.20783,1.395713,0.179268,0.105208,0.0,87.33435,2026-09-24,77.418674,59468118775.2,0.2,5,"Natera's Signatera Genome Could Emerge as Dominant Clinical Offering Within Few Years, RBC Says | RBC Raises Price Target on Natera to $460 From $350, Keeps Outperform Rating | Stocks making big moves yesterday: AutoZone, Natera, Shopify, Twilio, and Lennar",https://finance.yahoo.com/healthcare/articles/natera-apos-signatera-genome-could-153003747.html | https://finance.yahoo.com/markets/stocks/articles/rbc-raises-price-target-natera-111548314.html | https://finance.yahoo.com/markets/stocks/articles/stocks-making-big-moves-yesterday-170902420.html,2026-09-25T15:30:03+00:00,54.0,73.905873,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
13,META,"Meta Platforms, Inc. - Class A Common Stock",NASDAQ,777.5900268554688,0.045007,0.140543,0.35072,1.553863,0.193656,0.061719,0.0,85.620452,2026-09-24,78.005788,1914858529083.5,0.0,5,"Disney (DIS) Names its First Technology Chief. Can AI Investment Deliver Returns? | S&P 500, Dow, Nasdaq End Week Higher On Chipmaker Strength, Easing Oil Amid Signs Of Easing US-Iran Conflict — META, COST, MSFT, CRWD, SKHY In Focus | AutoZone Is Still a Buy, Analyst Says. Plus, Meta and 5 More Stocks.",https://finance.yahoo.com/technology/ai/articles/disney-dis-names-first-technology-001304825.html | https://finance.yahoo.com/markets/stocks/articles/p-500-dow-nasdaq-end-225148025.html | https://finance.yahoo.com/m/78cb4aad-35e7-3af0-80f8-073db961590c/autozone-is-still-a-buy%2C.html,2026-09-26T00:13:04+00:00,50.0,73.80492,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
14,DGXX,Digi Power X Inc. - Common Subordinate Voting Shares,NASDAQ,4.53000020980835,0.07346,0.179688,0.161538,1.732776,0.172133,-0.003776,0.0,71.093746,2026-09-24,77.820196,465410797.91999996,0.0,5,"Hut 8 wins Poolin bankruptcy auction with $140 million bid | Digi Power X president, CEO both buy shares in open-market purchases | Digi Power X (DGXX) Q2 2026 Earnings Call Transcript",https://finance.yahoo.com/markets/crypto/articles/hut-8-wins-poolin-bankruptcy-143213927.html | https://finance.yahoo.com/markets/stocks/articles/digi-power-x-president-ceo-153900175.html | https://finance.yahoo.com/markets/stocks/articles/digi-power-x-dgxx-q2-004323872.html,2026-09-24T14:32:13+00:00,50.0,73.647166,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
15,PRLB,"Proto Labs, Inc. Common stock",NYSE,92.97000122070312,0.043083,0.075793,0.179074,2.166052,0.123125,0.004714,0.0,76.7303,2026-09-24,77.819466,2302482586.25,0.0,5,3 Reasons to Sell PRLB and 1 Stock to Buy Instead | Is Protolabs’ (PRLB) Next Chapter Hinged on an Unseen Gamble? | Protolabs Accelerates the Future of Robotics with Rapid Manufacturing,https://finance.yahoo.com/markets/stocks/articles/3-reasons-sell-prlb-1-002437847.html | https://finance.yahoo.com/markets/stocks/articles/protolabs-prlb-next-chapter-hinged-133431215.html | https://finance.yahoo.com/technology/articles/protolabs-accelerates-future-robotics-rapid-130000951.html,2026-09-26T00:24:37+00:00,50.0,73.646546,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
16,BLLN,"BillionToOne, Inc. - Class A common stock",NASDAQ,124.9000015258789,0.091592,0.12858,0.298067,1.547455,0.220644,-0.065049,0.0,77.717156,2026-09-24,77.75541,5807780637.04,0.0,5,"BillionToOne (BLLN) Stock Could Be A Bargain As It Jumps 30% YTD | BillionToOne Stock Jumped 12% Yesterday. Here’s What the Streets Target. | BillionToOne SVP Sells 1,416 Shares",https://finance.yahoo.com/markets/stocks/articles/billiontoone-blln-stock-could-bargain-211926621.html | https://finance.yahoo.com/markets/stocks/articles/billiontoone-stock-jumped-12-yesterday-080652762.html | https://finance.yahoo.com/markets/stocks/articles/billiontoone-svp-sells-1-416-131601502.html,2026-09-23T21:19:26+00:00,50.0,73.592099,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
17,TXG,"10x Genomics, Inc. - Common Stock",NASDAQ,84.11000061035156,0.112272,0.092763,0.308901,1.480773,0.206328,0.171017,0.0,77.364423,2026-09-24,77.189111,11167256009.279999,0.0,5,"What Needs To Be True To Buy Twist Bioscience Stock Now? | 10x Genomics Insider Sold Shares Worth $464,668, According to a Recent SEC Filing | Surgery Partners, 10x Genomics, QuidelOrtho, Zimmer Biomet, and Tandem Diabetes Stocks Trade Down, What You Need To Know",https://finance.yahoo.com/markets/stocks/articles/needs-true-buy-twist-bioscience-222937720.html | https://finance.yahoo.com/markets/stocks/articles/10x-genomics-insider-sold-shares-203912021.html | https://finance.yahoo.com/healthcare/articles/surgery-partners-10x-genomics-quidelortho-213005328.html,2026-09-25T22:29:37+00:00,50.0,73.110745,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
18,IONQ,"IonQ, Inc. Common Stock",NYSE,44.97999954223633,0.057358,0.115022,0.123657,1.848989,0.143424,-0.003036,0.0,67.386229,2026-09-24,77.177255,18425569634.879997,0.0,5,"Does IonQ's NVIDIA Quantum Tie-Up Reframe the Long-Term Hardware Opportunity for Rigetti Computing (RGTI)? | IonQ, Inc. (IONQ) Outpaces Stock Market Gains: What You Should Know | Rigetti, D-Wave, or IonQ: Which Quantum Stock Has the Best Shot at Survival?",https://finance.yahoo.com/markets/stocks/articles/does-ionqs-nvidia-quantum-tie-210735580.html | https://finance.yahoo.com/markets/stocks/articles/ionq-inc-ionq-outpaces-stock-205002866.html | https://finance.yahoo.com/markets/stocks/articles/rigetti-d-wave-ionq-quantum-192000732.html,2026-09-25T21:07:35+00:00,50.0,73.100667,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
19,CYPH,Cypherpunk Technologies Inc. - Common Stock,NASDAQ,4.079999923706055,0.130194,0.32899,1.503067,1.439698,0.575898,0.691184,0.0,72.456576,2026-09-24,77.17268,443989253.84000003,0.0,4,MRNA On Track To Be September's No. 2 S&P 500 Stock — But These 5 Smaller Health Care Names Did Even Better | Top Premarket Gainers | Winklevoss-Backed Cypherpunk Launches 'World's Largest' Zcash Mining Fleet,https://finance.yahoo.com/healthcare/articles/mrna-track-septembers-no-2-032336566.html | https://finance.yahoo.com/markets/stocks/articles/top-premarket-gainers-111349678.html | https://finance.yahoo.com/markets/crypto/articles/winklevoss-backed-cypherpunk-launches-worlds-093103841.html,2026-09-25T03:23:36+00:00,50.0,73.096778,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
20,BB,BlackBerry Limited Common Stock,NYSE,8.729999542236328,0.041766,0.099496,0.120667,3.313831,0.091182,-0.040178,0.0,70.682727,2026-09-24,77.008803,4819535010.59,0.0,5,BlackBerry (TSX:BB) Stock May Be Fully Valued After Alloy Kore Win | A forgotten tech giant makes a quiet comeback | BlackBerry Drops 7% as Post-Earnings Rally Unwinds Despite Record QNX Quarter; MobilEye Adds 2%,https://finance.yahoo.com/markets/stocks/articles/blackberry-tsx-bb-stock-may-201103929.html | https://finance.yahoo.com/technology/articles/forgotten-tech-giant-makes-quiet-170700141.html | https://finance.yahoo.com/markets/stocks/articles/blackberry-drops-7-post-earnings-170631836.html,2026-09-25T20:11:03+00:00,50.0,72.957483,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
