rank,symbol,name,exchange,price,return_1d,return_5d,return_20d,volume_ratio_20d,price_vs_sma20,sma20_vs_sma50,distance_from_20d_high,rsi_14,price_as_of,price_momentum_score,market_cap,news_signal,news_count,headlines,news_urls,latest_news_utc,news_score,combined_score,signal,research_status,scan_status,history_coverage_ratio
1,RUM,RUM Group Inc. - Class A Common Stock,NASDAQ,10.229999542236328,0.092949,0.262963,0.696517,2.154861,0.399405,0.087333,0.0,91.649488,2026-08-25,79.612101,2820860339.0544434,0.2,5,"RUM Group (RUM) Jumped, But What Is Behind The Latest Attention? | RUM Group Surges 11% as CEO Vows to Take On CoreWeave and Nebius, Trump Media Holds Flat | RUM Group Stock Extends Rally Following $13.7 Billion AI Cloud Deal",https://finance.yahoo.com/markets/stocks/articles/rum-group-rum-jumped-behind-210610236.html | https://finance.yahoo.com/m/c947995a-55ff-3b69-a63a-e5aadf89df32/rum-group-surges-11%25-as-ceo.html | https://finance.yahoo.com/markets/stocks/articles/rum-group-stock-extends-rally-161814357.html,2026-08-25T21:06:10+00:00,54.0,75.770286,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996312684365781
2,PURR,Hyperliquid Strategies Inc - Common Stock,NASDAQ,11.869999885559082,0.115601,0.648611,0.926948,1.939178,0.556721,-0.015418,0.0,91.325692,2026-08-25,79.60313,2380690989.217307,0.2,5,"PURR Stock Hits Record High Ahead Of Earnings After HYPE Token Outperforms Bitcoin, Reclaims $80 | Hyperliquid pushes SEC, CFTC on perpetual swaps | Bitcoin cracks $81K but can't maintain the breakout",https://finance.yahoo.com/m/817586d9-dd51-3a90-8d05-890b99e52e25/purr-stock-hits-record-high.html | https://finance.yahoo.com/video/hyperliquid-pushes-sec-cftc-perpetual-163000695.html | https://finance.yahoo.com/video/bitcoin-cracks-81k-cant-maintain-154910806.html,2026-08-25T16:37:00+00:00,54.0,75.76266,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996312684365781
3,ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,NASDAQ,15.4399995803833,0.076708,0.880633,1.685217,1.849176,0.832097,0.140578,0.0,93.965524,2026-08-25,79.676268,438852173.4332056,0.0,5,"ARCT Surges Over 60% Toward Best Week In Year As Moderna Cancer Win Lifts Sector — Retail Says Arcturus Getting ‘Harder To Dismiss’ | Can mRNA Cure Cancer? Inside the Pipeline Risks for Biotech’s Biggest Players | ARCT Defies mRNA Selloff And Extends Rally As Moderna, BioNTech Shares Pull Back",https://finance.yahoo.com/m/28a8f7d2-f4fd-307c-8ac7-1c3a9bd08d05/arct-surges-over-60%25-toward.html | https://finance.yahoo.com/m/78bd6fae-6bd9-3d30-b1da-aa7ddc0c9632/can-mrna-cure-cancer%3F-inside.html | https://finance.yahoo.com/m/c0ee4d1c-9549-3e27-825b-7669d93d51bb/arct-defies-mrna-selloff-and.html,2026-08-22T00:19:06+00:00,50.0,75.224828,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996312684365781
4,ASST,"Strive, Inc. - Class A Common Stock",NASDAQ,21.389999389648438,0.084136,0.671094,0.785476,2.514585,0.560659,0.0417,0.0,90.30659,2026-08-25,79.574895,1918328363.2315826,0.0,5,"Strive ‘Firing On All Cylinders,’ Says CEO After Disclosing $80M-Plus Bitcoin Purchase | S&P 500, Nasdaq, Dow Futures Mixed As Nvidia Earnings, Fed Signals, PCE Inflation Keep Markets On Edge This Week | Strive Buys $81.5 Million in Bitcoin After Issuing More Shares",https://finance.yahoo.com/m/548c3ae7-466f-3bcb-86a0-434629394336/strive-%E2%80%98firing-on-all.html | https://finance.yahoo.com/m/328a3ec1-ca61-3fdd-abd5-c136fae1da2c/s%26p-500%2C-nasdaq%2C-dow-futures.html | https://finance.yahoo.com/m/8e331524-97b8-32ec-b00d-65b749a0c0df/strive-buys-%2481.5-million-in.html,2026-08-25T04:14:55+00:00,50.0,75.138661,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996312684365781
5,MRNA,"Moderna, Inc. - Common Stock",NASDAQ,158.8300018310547,0.143567,1.522713,1.846161,1.781622,0.939748,0.144129,-0.089173,74.937398,2026-08-25,79.149082,63410636980.892746,0.1,5,"MRNA Stock Jumps 14% Past $150 As Wolfe Sees $9.2B Cancer-Vaccine Opportunity | Moderna Shares Rise After Wolfe Research Upgrade | Moderna Rallies 11%, BioNTech Ticks Up: Is the mRNA Trade Down to One Name?",https://finance.yahoo.com/m/055cbc15-40e7-3b46-b3f5-af7dc77832f0/mrna-stock-jumps-14%25-past.html | https://finance.yahoo.com/markets/stocks/articles/moderna-shares-rise-wolfe-research-182053851.html | https://finance.yahoo.com/m/ace65113-5b9a-3528-9fa5-0cd83d34673c/moderna-rallies-11%25%2C-biontech.html,2026-08-25T22:43:05+00:00,52.0,75.07672,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996312684365781
6,IMMX,"Immix Biopharma, Inc. - Common Stock",NASDAQ,14.470000267028809,0.063189,0.225233,0.714455,2.274084,0.326124,0.062981,0.0,85.672941,2026-08-25,79.446517,1030118609.9797678,0.0,5,"Morgan Stanley Adjusts PT on Immix Biopharma to $19 From $20, Maintains Overweight Rating | Stocks Set for Muted Open as Oil Rises on Hormuz Uncertainty, U.S. Inflation Data Awaited | Immix Biopharma to Participate in the Morgan Stanley 24th Annual Global Healthcare Conference",https://finance.yahoo.com/markets/stocks/articles/morgan-stanley-adjusts-pt-immix-093111790.html | https://finance.yahoo.com/m/dbd69d1e-034d-3aaf-b2a5-b6a85f8bcdb9/stocks-set-for-muted-open-as.html | https://finance.yahoo.com/healthcare/articles/immix-biopharma-participate-morgan-stanley-131500260.html,2026-08-11T09:31:11+00:00,50.0,75.029539,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996312684365781
7,FWDI,"Forward Industries, Inc. - Common Stock",NASDAQ,6.050000190734863,0.055846,0.332599,0.5125,2.143662,0.344743,0.031455,0.0,84.210513,2026-08-25,79.405999,446773656.23517513,0.0,5,SOL Strategies Evolving Into Broader Blockchain Platform – Quarterly Update Report | Forward Industries (FWDI) Q3 2026 Earnings Call Transcript | Forward Industries Inc (FWDI) (Q3 2026) Earnings Call Highlights: Strategic SOL Accumulation ...,https://finance.yahoo.com/markets/crypto/articles/sol-strategies-evolving-broader-blockchain-172631865.html | https://finance.yahoo.com/m/864e79aa-50c7-30b0-b539-0b096c7d23e8/forward-industries-%28fwdi%29-q3.html | https://finance.yahoo.com/markets/crypto/articles/forward-industries-inc-fwdi-q3-050030363.html,2026-08-20T17:26:31+00:00,50.0,74.995099,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996312684365781
8,INBX,"Inhibrx Biosciences, Inc. - Common Stock",NASDAQ,122.72000122070312,0.16943,0.296977,0.540161,1.973812,0.320706,0.006125,0.0,79.90143,2026-08-25,79.286613,1806151253.1658936,0.0,5,"Inhibrx Reports Second Quarter 2026 Financial Results | S&P Futures Tick Higher With Focus on U.S. Retail Sales Data | Stocks Rise Before the Open as Oil Prices Ease, U.S. PPI Data on Deck",https://finance.yahoo.com/healthcare/articles/inhibrx-reports-second-quarter-2026-200000307.html | https://finance.yahoo.com/m/cffb4bdf-c123-3fd5-a895-a634989a2851/s%26p-futures-tick-higher-with.html | https://finance.yahoo.com/m/15ed149c-60c1-3998-97f7-b8a1eea4ae21/stocks-rise-before-the-open.html,2026-08-14T10:35:35+00:00,50.0,74.893621,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996312684365781
9,GENB,"Generate Biomedicines, Inc. - Common Stock",NASDAQ,20.3799991607666,0.150113,0.267413,0.550989,5.203414,0.33133,0.014635,0.0,79.245286,2026-08-25,79.268435,2615822537.962349,0.0,5,"Generate Biomedicines stock jumps as post-IPO lock-up set to expire | Nvidia Holds More Than 122 Million Shares of SPCX Stock After Q2. Barchart Data Shows It’s Making a High-Upside Bet. | Nvidia Discloses Multi-Billion-Dollar Stakes in Intel, SpaceX in Filing",https://finance.yahoo.com/m/96580248-8678-36e1-82c8-6e25c5a6bf2d/generate-biomedicines-stock.html | https://finance.yahoo.com/m/02add99e-bc37-328f-abff-582a8a257ce2/nvidia-holds-more-than-122.html | https://finance.yahoo.com/markets/stocks/articles/nvidia-discloses-multi-billion-dollar-085130728.html,2026-08-25T15:10:00+00:00,50.0,74.878169,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996312684365781
10,IFRX,InflaRx N.V. - Common Stock,NASDAQ,2.4600000381469727,0.2,0.12844,0.455621,3.870511,0.263158,0.00309,0.0,78.512398,2026-08-25,79.248129,362525829.2816515,0.0,5,"InflaRx Announces Participation in September Investor Conferences | InflaRx Reports Second Quarter 2026 Results and Highlights Key Achievements and Expected Milestones | Certara, Inc. (CERT) Q2 Earnings and Revenues Lag Estimates",https://finance.yahoo.com/healthcare/articles/inflarx-announces-participation-september-investor-113000967.html | https://finance.yahoo.com/healthcare/articles/inflarx-reports-second-quarter-2026-113000694.html | https://finance.yahoo.com/markets/stocks/articles/certara-inc-cert-q2-earnings-125003398.html,2026-08-20T11:30:00+00:00,50.0,74.86091,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996312684365781
